,0
2022-05-24,-0.011192407315198931
2022-05-25,0.013169925455469203
2022-05-26,0.03597331633646641
2022-05-27,0.0306711848629492
2022-05-31,-0.004504847399684688
2022-06-01,-0.0026030813338710213
2022-06-02,0.010381379716330501
2022-06-03,-0.0077990677850707105
2022-06-06,0.0022774016535198342
2022-06-07,0.0038787483622437944
2022-06-08,-0.0036443557122928846
2022-06-09,-0.008286946489922349
2022-06-10,-0.01566987134055691
2022-06-13,-0.014979770784397604
2022-06-14,-0.005792234793588804
2022-06-15,0.030445060655251297
2022-06-16,-0.01248145732118151
2022-06-17,0.007277227774556888
2022-06-21,0.03594688415859755
2022-06-22,0.0012557028199699964
2022-06-23,0.009987292028963948
2022-06-24,0.035430559661048924
2022-06-27,-0.004532181780129847
2022-06-28,-0.00806802807150708
2022-06-29,-0.0005875950515366942
2022-06-30,-0.0037355669008681805
2022-07-01,0.010498035953494057
2022-07-05,0.0011253755338836958
2022-07-06,-0.00013339118004936483
2022-07-07,0.024686909130073053
2022-07-08,0.0004185898019698361
2022-07-11,-0.01854333079549573
2022-07-12,-0.003456242123363967
2022-07-13,-0.0021215073254260293
2022-07-14,-0.001694179290290506
2022-07-15,0.03748088328601884
2022-07-18,-0.007245111248497305
2022-07-19,0.051950725551858964
2022-07-20,0.004621775977536658
2022-07-21,0.004723555614988964
2022-07-22,-0.003482020408361837
2022-07-25,0.000767939206351436
2022-07-26,-0.006105029889839891
2022-07-27,0.023356780121256505
2022-07-28,0.0035535078520322672
2022-07-29,0.004524665927407264
2022-08-01,-0.000890456606457167
2022-08-02,-0.0009293203228077401
2022-08-03,0.008361283972178852
2022-08-04,0.0007502119299037281
2022-08-05,-0.0015611604245910778
2022-08-08,-0.002111913893283787
2022-08-09,-0.003022434894381387
2022-08-10,0.011648629505979556
2022-08-11,-0.00023100750213348793
2022-08-12,0.010567291775265955
2022-08-15,0.003972064863009255
2022-08-16,-9.562007233422603e-05
2022-08-17,-0.003725008549978335
2022-08-18,0.004101497931015369
2022-08-19,-0.0074086334911814
2022-08-22,-0.00997022194831453
2022-08-23,-0.002131855578730928
2022-08-24,0.008479013605189805
2022-08-25,0.018244924066982516
2022-08-26,-0.021002632623009714
2022-08-29,-0.00922639754225023
2022-08-30,-0.003518079163221793
2022-08-31,-0.006896634977703231
2022-09-01,0.0006243394330557413
2022-09-02,-0.004275046805764451
2022-09-06,-0.005531311593947312
2022-09-07,0.0282042567515191
2022-09-08,0.008161939019259113
2022-09-09,0.02718678422714467
2022-09-12,0.013796666559143413
2022-09-13,-0.034129455169557926
2022-09-14,0.0034487011423379207
2022-09-15,-0.0028921342437711827
2022-09-16,-0.004123388122797502
2022-09-19,0.0020219175030361863
2022-09-20,-0.004712349965387068
2022-09-21,-0.02207655864975189
2022-09-22,-0.004798311526354906
2022-09-23,-0.007715555945169293
2022-09-26,-0.003374267197605033
2022-09-27,-0.003224873171233816
2022-09-28,0.008474894404724124
2022-09-29,-0.006497645045867912
2022-09-30,-0.016997954851036518
2022-10-03,0.029343700695868676
2022-10-04,0.04609486528935141
2022-10-05,-0.0005948882363193321
2022-10-06,-0.00335833233734405
2022-10-07,-0.010330409105435935
2022-10-10,-0.002940229116360737
2022-10-11,-0.0047796749751965375
2022-10-12,-0.002058414948319552
2022-10-13,0.039827874119605394
2022-10-14,-0.02350084038660108
2022-10-17,0.030890258577666807
2022-10-18,0.011742031890947467
2022-10-19,0.001146556800287835
2022-10-20,-0.0017998786161709213
2022-10-21,0.03867481320299949
2022-10-24,0.0035699818229800746
2022-10-25,0.00673924993767092
2022-10-26,-0.00019053256944954127
2022-10-27,-0.0022575095274592087
2022-10-28,0.012327002871396538
2022-10-31,-0.0022283811240756523
2022-11-01,-0.0019770014009786348
2022-11-02,-0.01027303058772503
2022-11-03,-0.0042820629141529015
2022-11-04,0.00513622781439427
2022-11-07,0.00450283223876218
2022-11-08,0.004364204874455084
2022-11-09,-0.007623501926757494
2022-11-10,0.0859653736268361
2022-11-11,0.014092249218899094
2022-11-14,-0.0017701174447148694
2022-11-15,0.015163344333269158
2022-11-16,-0.004628290973911122
2022-11-17,-0.0012896258816202206
2022-11-18,0.001714420462960594
2022-11-21,-0.0034026410647264712
2022-11-22,0.007929954831953384
2022-11-23,0.01359022202614799
2022-11-25,-2.0789364783174675e-05
2022-11-28,-0.003435566667774437
2022-11-29,-0.0020309680003849752
2022-11-30,0.02275617408102826
2022-12-01,-0.0006068811416901753
2022-12-02,-0.00045718530350333383
2022-12-05,-0.007491486401386476
2022-12-06,-0.005062637792008551
2022-12-07,-0.0012166207703493933
2022-12-08,0.004874988920337631
2022-12-09,-0.0018725157844644608
2022-12-12,0.004634760454640429
2022-12-13,0.002608280398215485
2022-12-14,-0.0022607049193533457
2022-12-15,-0.009767545693323403
2022-12-16,-0.003601737455014031
2022-12-19,-0.013212675975016453
2022-12-20,-0.0042190381227040444
2022-12-21,0.020206606641843417
2022-12-22,-0.005622718201717514
2022-12-23,0.0010557703978007738
2022-12-27,-0.005845481212080038
2022-12-28,-0.003596832624091475
2022-12-29,0.029865247736986365
2022-12-30,-5.494655964584181e-05
2023-01-03,-0.008301879377436875
2023-01-04,0.01621792442513292
2023-01-05,-0.003934163039622019
2023-01-06,0.04169971573911413
2023-01-09,0.00027233874474043724
2023-01-10,0.004452874860704096
2023-01-11,0.009499917414447839
2023-01-12,0.004946397731993801
2023-01-13,0.00135228579427467
2023-01-17,-0.0004709409464075381
2023-01-18,-0.009108517593394467
2023-01-19,-0.0036176875702103265
2023-01-20,0.011670918602388988
2023-01-23,0.01247241052969171
2023-01-24,0.0006479375844547553
2023-01-25,0.0012966617714630579
2023-01-26,0.007184146181404343
2023-01-27,0.000548559592057472
2023-01-30,-0.007572915071711406
2023-01-31,0.008190040354369087
2023-02-01,0.006771072752765138
2023-02-02,0.00243912759297634
2023-02-03,-0.005949895424582825
2023-02-06,-0.002613599507658418
2023-02-07,0.005810058238165125
2023-02-08,-0.007515514595470205
2023-02-09,-0.0026314201049161823
2023-02-10,-0.0003959192544872595
2023-02-13,0.01800593097932198
2023-02-14,0.00044931026459810495
2023-02-15,0.003937141593746339
2023-02-16,-0.007366342729297163
2023-02-17,-0.0011664810501621648
2023-02-21,-0.009484991383743245
2023-02-22,-0.0005552987401163391
2023-02-23,0.008308232804711987
2023-02-24,-0.005078239286732055
2023-02-27,0.008287291026070197
2023-02-28,-0.006343366047469389
2023-03-01,-0.0016996955825609884
2023-03-02,0.013009297608236534
2023-03-03,0.02077941693133164
2023-03-06,0.000429354882337087
2023-03-07,-0.00698106118523159
2023-03-08,0.00037628976987926226
2023-03-09,-0.007738352714617763
2023-03-10,-0.006222044139545377
2023-03-13,-0.00011694908225851725
2023-03-14,0.027632430840160926
2023-03-15,-0.0019275250392432033
2023-03-16,0.005720433599556559
2023-03-17,-0.012939664497449438
2023-03-20,0.005369791324134598
2023-03-21,0.017102189948321477
2023-03-22,-0.006654604001677544
2023-03-23,0.0030682475164087735
2023-03-24,0.004244793403844273
2023-03-27,0.0018756847146883138
2023-03-28,-0.0009037562914427443
2023-03-29,0.01075311327833836
2023-03-30,0.0031894775544492188
2023-03-31,0.008617233634376779
2023-04-03,0.002291187047079788
2023-04-04,-0.0025531345986377152
2023-04-05,0.0006339685740442454
2023-04-06,-0.00036920159942907695
2023-04-10,0.0009276851313236309
2023-04-11,5.220822243730272e-05
2023-04-12,-0.003543189888452812
2023-04-13,0.008108485080132104
2023-04-14,-0.0005825326753058107
2023-04-17,0.0007447403979942556
2023-04-18,0.00043683700973621263
2023-04-19,-0.0008629196814470596
2023-04-20,-0.0038040483813485677
2023-04-21,0.0019279029671757865
2023-04-24,0.000265061988541066
2023-04-25,-0.007927573486618105
2023-04-26,-0.0038530060228414834
2023-04-27,0.014243793107202031
2023-04-28,0.004950960582536128
2023-05-01,0.00018478598540490733
2023-05-02,-0.005238248388280601
2023-05-03,-0.0037523941264682474
2023-05-04,-0.004319748259401463
2023-05-05,0.023281684719576944
2023-05-08,0.0012985213586864644
2023-05-09,-0.0018757412759070938
2023-05-10,0.0016136857254054333
2023-05-11,0.0013802713407349253
2023-05-12,-0.0011989041093598593
2023-05-15,0.003910336240687207
2023-05-16,-0.002418619139319296
2023-05-17,0.020848753848849298
2023-05-18,0.016763153734155364
2023-05-19,-0.0006222785669218045
2023-05-22,-0.0013593309993105282
2023-05-23,-0.005817584985081474
2023-05-24,-0.003124384392639416
2023-05-25,0.004589046912744744
2023-05-26,0.024804958846088115
2023-05-30,1.1705012571387669e-05
2023-05-31,-0.0013250327533636157
2023-06-01,0.005024388732802771
2023-06-02,0.005955016360383445
2023-06-05,0.0004863101828270026
2023-06-06,-0.00023891255737326254
2023-06-07,-0.005030011950819551
2023-06-08,0.0065639222671932534
2023-06-09,0.0023122984945024455
2023-06-12,0.006001370462433165
2023-06-13,0.003372153566661728
2023-06-14,0.00037514335955179967
2023-06-15,0.009368063805944996
2023-06-16,-0.0026511293061835003
2023-06-20,-0.0012612030318958321
2023-06-21,-0.003951242487765253
2023-06-22,0.0028115746985745427
2023-06-23,-0.004392562431171132
2023-06-26,-0.002833399843008473
2023-06-27,0.006251771677657141
2023-06-28,-3.1173976668239536e-05
2023-06-29,0.002035635631756905
2023-06-30,0.005649103222578086
2023-07-03,0.002272063598615437
2023-07-05,-0.0014130064070733371
2023-07-06,-0.005355734886629522
2023-07-07,-0.002450478220964159
2023-07-10,0.004400962774793852
2023-07-11,0.003958243151650503
2023-07-12,0.003914949269322289
2023-07-13,0.005393954696129325
2023-07-14,0.0026448118115501686
2023-07-17,0.002559488344242835
2023-07-18,0.0034421110188277825
2023-07-19,0.0021584247667958112
2023-07-20,-0.003917558628432206
2023-07-21,0.00010809884486928686
2023-07-24,0.00022101648761429374
2023-07-25,0.0015522727806854646
2023-07-26,-0.0007095878555280902
2023-07-27,-0.0013550077628493174
2023-07-28,0.0048891392928608725
2023-07-31,0.000459274335206127
2023-08-01,-0.001713716080019537
2023-08-02,-0.006400233580797876
2023-08-03,-0.001140895806186235
2023-08-04,0.0008593841993673751
2023-08-07,0.006377027720578433
2023-08-08,-0.004290497733505571
2023-08-09,-0.004085992318894587
2023-08-10,0.0018777367847062666
2023-08-11,-0.0009970740526885377
2023-08-14,0.003145681969010453
2023-08-15,-0.004108971174671842
2023-08-16,-0.00484932690853353
2023-08-17,-0.00496668330180201
2023-08-18,-0.0009340811658596887
2023-08-21,0.012844521056309182
2023-08-22,-0.0017487687975046736
2023-08-23,0.010947077647350877
2023-08-24,-0.006549648334173215
2023-08-25,0.004517138274940473
2023-08-28,0.0034453913431383605
2023-08-29,0.01619224413398507
2023-08-30,0.0020920231862088605
2023-08-31,-0.001032062100799204
2023-09-01,-0.0016223586508720788
2023-09-05,-0.0016280323277390028
2023-09-06,-0.002167990999897467
2023-09-07,-0.000986830811689311
2023-09-08,0.0007944781113069558
2023-09-11,0.011132824595937271
2023-09-12,-0.0027255770173352273
2023-09-13,0.0007136229053826839
2023-09-14,0.00342861033864337
2023-09-15,-0.005236643311125363
2023-09-18,0.00038810995428317216
2023-09-19,-0.001195145011912198
2023-09-20,-0.00390628338824306
2023-09-21,-0.00886575356266033
2023-09-22,-0.002505863024621042
2023-09-25,0.0020121242999070733
2023-09-26,-0.005097711850263091
2023-09-27,-0.00019608659643999068
2023-09-28,0.011955960181673221
2023-09-29,-0.003752555825190305
2023-10-02,0.001703697582446869
2023-10-03,-0.007625590174362808
2023-10-04,0.0072193136991560965
2023-10-05,-0.0002559718685120427
2023-10-06,0.005163083634797116
2023-10-09,0.001092078306787084
2023-10-10,0.003118799694198874
2023-10-11,-0.0008339154184791148
2023-10-12,-0.002476759152359322
2023-10-13,-0.002747479000479092
2023-10-16,0.005936193035764807
2023-10-17,-0.0001901548563129084
2023-10-18,-0.006997109287581568
2023-10-19,-0.004318609803527393
2023-10-20,-0.015735881653538317
2023-10-23,6.814976893507233e-05
2023-10-24,0.015224049389856623
2023-10-25,-0.02662612854678691
2023-10-26,-0.013498183653050945
2023-10-27,-0.008461157944844814
2023-10-30,0.020386870873087617
2023-10-31,0.0035017606737277906
2023-11-01,0.010017749955619935
2023-11-02,0.012430492071979117
2023-11-03,0.003801901507940366
2023-11-06,0.0007359180233736629
2023-11-07,0.0012186306694726699
2023-11-08,-0.00044348127273576026
2023-11-09,-0.004361905836012997
2023-11-10,0.023484110277834133
2023-11-13,0.0011769992987150123
2023-11-14,0.009083938170070213
2023-11-15,0.0010742954608283872
2023-11-16,-0.0011010886939826058
2023-11-17,0.0016018269424252977
2023-11-20,0.003971754808480293
2023-11-21,-0.0006984747706039757
2023-11-22,0.0014456356067253603
2023-11-24,0.0005090766316288535
2023-11-27,-0.00160240639062148
2023-11-28,-0.00024369492762976491
2023-11-29,0.0009854152908030467
2023-11-30,0.0037513370155601794
2023-12-01,0.0021828863268233164
2023-12-04,-0.0028844884858231774
2023-12-05,-0.00028564258013166326
2023-12-06,-0.001826313940920859
2023-12-07,0.004345078034779617
2023-12-08,0.0014454541228218992
2023-12-11,0.005315526406690254
2023-12-12,0.004061476411709472
2023-12-13,0.00891934101440725
2023-12-14,0.0021397571859116376
2023-12-15,0.0019861066863334697
2023-12-18,0.0050530426039017435
2023-12-19,0.0068425546634244645
2023-12-20,-0.023459720068252133
2023-12-21,0.01453030791199398
2023-12-22,0.004374079939786064
2023-12-26,0.006504028125763919
2023-12-27,0.0043758059829509584
2023-12-28,0.0011333391304952035
